folder,problem,gen_1,gen_2,gen_3,gen_4,num_attempts,final_plan,valid_action_percent,consecutive_valid_steps,logical_violations,solves_problem,plan_len,gen1_valid_action_percent,gen2_valid_action_percent,gen3_valid_action_percent,gen4_valid_action_percent,gen1_consecutive_valid_steps,gen2_consecutive_valid_steps,gen3_consecutive_valid_steps,gen4_consecutive_valid_steps,gen1_logical_violations,gen2_logical_violations,gen3_logical_violations,gen4_logical_violations
blocksworld,pddl_7_1,(unstack b5 b1) (putdown b5) (unstack b7 b4) (putdown b7) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (pickup b1) (stack b1 b6) (pickup b2) (stack b2 b7) (pickup b3) (stack b3 b2) (pickup b4) (stack b4 b7) (pickup b5) (stack b5 b1) (pickup b6) (stack b6 b1),(unstack b5 b1) (putdown b5) (unstack b7 b4) (putdown b7) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (pickup b6) (stack b6 b1) (pickup b1) (putdown b1) (pickup b2) (stack b2 b7) (pickup b3) (stack b3 b2) (pickup b4) (stack b4 b7) (pickup b5) (stack b5 b1),(unstack b5 b1) (putdown b5) (unstack b7 b4) (putdown b7) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (pickup b6) (pickup b1) (putdown b1) (pickup b2) (stack b2 b7) (pickup b3) (stack b3 b2) (pickup b4) (stack b4 b7) (pickup b5) (stack b5 b1) (pickup b6) (stack b6 b1),(unstack b5 b1) (putdown b5) (unstack b7 b4) (putdown b7) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (pickup b6) (stack b6 b1) (pickup b1) (putdown b1) (pickup b2) (stack b2 b7) (pickup b3) (stack b3 b2) (pickup b4) (stack b4 b7) (pickup b5) (stack b5 b1),4,(unstack b5 b1) (putdown b5) (unstack b7 b4) (putdown b7) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (pickup b6) (stack b6 b1) (pickup b1) (putdown b1) (pickup b2) (stack b2 b7) (pickup b3) (stack b3 b2) (pickup b4) (stack b4 b7) (pickup b5) (stack b5 b1),35.0,7,3,False,20,35.0,35.0,33.333333333333336,35.0,7,7,7,7,3,3,3,3
blocksworld,pddl_7_10,``` (unstack b6 b5) (putdown b6) (stack b6 b7) (pickup b5) (unstack b2 b5) (putdown b2) (pickup b5) (stack b5 b1) (unstack b1 b4) (putdown b1) (pickup b1) (stack b1 b3) (pickup b5) (stack b5 b1) ```,``` (unstack b6 b5) (putdown b6) (stack b6 b7) (pickup b5) (unstack b2 b5) (putdown b2) (pickup b5) (stack b5 b1) (unstack b1 b4) (putdown b1) (pickup b1) (stack b1 b3) (pickup b5) (stack b5 b1) ```,``` (unstack b6 b5) (putdown b6) (stack b6 b7) (pickup b5) (unstack b2 b5) (putdown b2) (pickup b5) (stack b5 b1) (unstack b1 b4) (putdown b1) (pickup b1) (stack b1 b3) (pickup b5) (stack b5 b1) ```,``` (unstack b6 b5) (putdown b6) (stack b6 b7) (pickup b5) (unstack b2 b5) (putdown b2) (pickup b5) (stack b5 b1) (unstack b1 b4) (putdown b1) (pickup b1) (stack b1 b3) (pickup b5) (stack b5 b1) ```,4,``` (unstack b6 b5) (putdown b6) (stack b6 b7) (pickup b5) (unstack b2 b5) (putdown b2) (pickup b5) (stack b5 b1) (unstack b1 b4) (putdown b1) (pickup b1) (stack b1 b3) (pickup b5) (stack b5 b1) ```,7.142857142857143,1,3,False,14,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,1,1,1,1,3,3,3,3
blocksworld,pddl_7_11,``` (unstack b5 b4) (putdown b5) (unstack b7 b1) (putdown b7) (unstack b1 b6) (stack b2 b1) (stack b3 b7) (stack b7 b5) (putdown b6) ```,``` (unstack b5 b4) (putdown b5) (unstack b7 b1) (putdown b7) (unstack b1 b6) (putdown b1) (stack b3 b7) (stack b7 b5) (unstack b2 btable) (stack b2 b1) (putdown b6) ```,``` (unstack b5 b4) (putdown b5) (unstack b7 b1) (putdown b7) (unstack b1 b6) (stack b2 b1) (stack b3 b7) (stack b7 b5) (putdown b6) ```,``` (unstack b5 b4) (putdown b5) (unstack b7 b1) (putdown b7) (unstack b1 b6) (putdown b1) (unstack b2 btable) (stack b2 b1) (unstack b3 btable) (stack b3 b7) (stack b7 b5) (putdown b6) ```,4,``` (unstack b5 b4) (putdown b5) (unstack b7 b1) (putdown b7) (unstack b1 b6) (putdown b1) (unstack b2 btable) (stack b2 b1) (unstack b3 btable) (stack b3 b7) (stack b7 b5) (putdown b6) ```,25.0,3,3,False,12,33.333333333333336,27.272727272727273,33.333333333333336,25.0,3,3,3,3,3,3,3,3
blocksworld,pddl_7_12,``` (unstack b1 b3) (stack b1 b4) (putdown b1) (unstack b7 b4) (putdown b7) (unstack b3 b7) (stack b3 b1) (unstack b2 b5) (putdown b2) (unstack b5 b2) (stack b5 b4) (unstack b6 b5) (putdown b6) (unstack b4 b5) (stack b4 b2) (unstack b7 b2) (stack b7 b4) ```,``` (unstack b1 b3) (putdown b1) (unstack b7 b4) (putdown b7) (unstack b3 b7) (stack b3 b1) (unstack b2 b5) (putdown b2) (unstack b5 b2) (stack b5 b4) (unstack b6 b5) (putdown b6) (unstack b4 b5) (stack b4 b2) (unstack b7 b2) (stack b7 b4) ```,``` (unstack b1 b3) (putdown b1) (unstack b7 b4) (putdown b7) (unstack b3 b7) (stack b3 b1) (unstack b2 b5) (putdown b2) (unstack b5 b2) (stack b5 b4) (unstack b6 b5) (putdown b6) (unstack b4 b5) (stack b4 b2) (unstack b7 b2) (stack b7 b4) ```,``` (unstack b1 b3) (putdown b1) (unstack b7 b4) (putdown b7) (unstack b3 b7) (stack b3 b1) (unstack b2 b5) (putdown b2) (unstack b5 b2) (stack b5 b4) (unstack b6 b5) (putdown b6) (unstack b4 b5) (stack b4 b2) (unstack b7 b2) (stack b7 b4) ```,4,``` (unstack b1 b3) (putdown b1) (unstack b7 b4) (putdown b7) (unstack b3 b7) (stack b3 b1) (unstack b2 b5) (putdown b2) (unstack b5 b2) (stack b5 b4) (unstack b6 b5) (putdown b6) (unstack b4 b5) (stack b4 b2) (unstack b7 b2) (stack b7 b4) ```,18.75,3,3,False,16,11.764705882352942,18.75,18.75,18.75,2,3,3,3,3,3,3,3
blocksworld,pddl_7_13,(putdown b1) (unstack b3 b4) (stack b1 b3) (unstack b2 b4) (stack b2 b1) (putdown b3) (unstack b4 b2) (stack b4 b6) (unstack b5 b7) (stack b5 b4) (unstack b7 b5) (stack b7 b5),(pickup b1) (putdown b1) (pickup b3) (stack b3 b1) (pickup b2) (stack b2 b3) (putdown b1) (pickup b4) (stack b4 b2) (putdown b3) (pickup b6) (stack b6 b4) (pickup b5) (stack b5 b6) (pickup b7) (stack b7 b5),(pickup b1) (putdown b1) (pickup b3) (stack b3 b1) (pickup b2) (stack b2 b3) (putdown b1) (pickup b4) (stack b4 b2) (putdown b3) (pickup b6) (stack b6 b4) (pickup b5) (stack b5 b6) (pickup b7) (stack b7 b5),(pickup b1) (putdown b1) (pickup b3) (stack b3 b1) (pickup b2) (stack b2 b3) (putdown b1) (pickup b4) (stack b4 b2) (putdown b3) (pickup b6) (stack b6 b4) (pickup b5) (stack b5 b6) (pickup b7) (stack b7 b5),4,(pickup b1) (putdown b1) (pickup b3) (stack b3 b1) (pickup b2) (stack b2 b3) (putdown b1) (pickup b4) (stack b4 b2) (putdown b3) (pickup b6) (stack b6 b4) (pickup b5) (stack b5 b6) (pickup b7) (stack b7 b5),18.75,3,3,False,16,8.333333333333334,18.75,18.75,18.75,1,3,3,3,3,3,3,3
blocksworld,pddl_7_14,(unstack b1 b7) (putdown b1) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (unstack b6 b3) (putdown b6) (pickup b3) (stack b3 b5) (pickup b5) (stack b5 b7) (pickup b7) (stack b7 b1) (pickup b1) (stack b1 b4) (pickup b4) (stack b4 b2),(unstack b1 b7) (putdown b1) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (unstack b6 b3) (putdown b6) (pickup b3) (stack b3 b5) (pickup b5) (stack b5 b7) (pickup b7) (stack b7 b1) (pickup b1) (stack b1 b4) (pickup b4) (stack b4 b2),(unstack b1 b7) (putdown b1) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (unstack b6 b3) (putdown b6) (pickup b3) (stack b3 b5) (pickup b5) (stack b5 b7) (pickup b7) (stack b7 b1) (pickup b1) (stack b1 b4) (pickup b4) (stack b4 b2),(unstack b1 b7) (putdown b1) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (unstack b6 b3) (putdown b6) (pickup b3) (stack b3 b5) (pickup b5) (stack b5 b7) (pickup b7) (stack b7 b1) (pickup b1) (stack b1 b4) (pickup b4) (stack b4 b2),4,(unstack b1 b7) (putdown b1) (unstack b4 b2) (putdown b4) (unstack b2 b6) (putdown b2) (unstack b6 b3) (putdown b6) (pickup b3) (stack b3 b5) (pickup b5) (stack b5 b7) (pickup b7) (stack b7 b1) (pickup b1) (stack b1 b4) (pickup b4) (stack b4 b2),55.55555555555556,10,3,False,18,55.55555555555556,55.55555555555556,55.55555555555556,55.55555555555556,10,10,10,10,3,3,3,3
blocksworld,pddl_7_15,``` (unstack b3 b5) (stack b3 b2) (unstack b2 b7) (putdown b2) (unstack b5 b6) (stack b5 b4) (unstack b4 b1) (putdown b4) (pickup b7) (stack b7 b2) (pickup b1) (stack b1 b5) (pickup b6) (putdown b6) ```,``` (unstack b3 b5) (stack b3 b2) (unstack b2 b7) (putdown b2) (unstack b5 b6) (putdown b5) (pickup b6) (stack b6 b4) (unstack b4 b1) (putdown b4) (pickup b7) (stack b7 b2) (pickup b1) (stack b1 b5) (pickup b3) (stack b3 b2) ```,``` (unstack b3 b5) (stack b3 b2) (unstack b2 b7) (putdown b2) (unstack b5 b6) (putdown b5) (pickup b6) (stack b6 b4) (unstack b4 b1) (putdown b4) (pickup b7) (stack b7 b2) (pickup b1) (stack b1 b5) (pickup b3) (stack b3 b2) ```,``` (unstack b3 b5) (stack b3 b2) (unstack b2 b7) (putdown b2) (unstack b5 b6) (putdown b5) (pickup b6) (stack b6 b4) (unstack b4 b1) (putdown b4) (pickup b7) (stack b7 b2) (pickup b1) (stack b1 b5) (pickup b3) (stack b3 b2) ```,4,``` (unstack b3 b5) (stack b3 b2) (unstack b2 b7) (putdown b2) (unstack b5 b6) (putdown b5) (pickup b6) (stack b6 b4) (unstack b4 b1) (putdown b4) (pickup b7) (stack b7 b2) (pickup b1) (stack b1 b5) (pickup b3) (stack b3 b2) ```,12.5,2,3,False,16,14.285714285714286,12.5,12.5,12.5,2,2,2,2,3,3,3,3
blocksworld,pddl_7_16,``` (pickup b3) (stack b3 b7) (unstack b4 b5) (pickup b5) (stack b5 b6) (unstack b3 b7) (putdown b3) (pickup b4) (stack b4 b7) ```,``` (pickup b3) (stack b3 b7) (unstack b4 b5) (pickup b5) (stack b5 b6) (unstack b3 b7) (putdown b3) (pickup b4) (stack b4 b7) ```,``` (pickup b3) (stack b3 b7) (unstack b4 b5) (pickup b5) (stack b5 b6) (unstack b3 b7) (putdown b3) (pickup b4) (stack b4 b7) ```,``` (pickup b3) (stack b3 b7) (unstack b4 b5) (pickup b5) (stack b5 b6) (unstack b3 b7) (putdown b3) (pickup b4) (stack b4 b7) ```,4,``` (pickup b3) (stack b3 b7) (unstack b4 b5) (pickup b5) (stack b5 b6) (unstack b3 b7) (putdown b3) (pickup b4) (stack b4 b7) ```,11.11111111111111,1,3,False,9,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,1,1,1,1,3,3,3,3
blocksworld,pddl_7_17,(putdown b2) (unstack b3 b6) (stack b3 b2) (putdown b3) (unstack b7 b1) (putdown b7) (unstack b6 b5) (stack b6 b7) (unstack b5 b4) (stack b5 b1) (unstack b1 b4) (stack b1 b4) (unstack b2 b3) (stack b2 b7) (unstack b4 b5) (putdown b4) (pickup b6) (stack b6 b5) (pickup b3) (stack b3 b2) (pickup b7) (stack b7 b2) (pickup b5) (putdown b5),(pickup b1) (stack b1 b4) (putdown b1) (pickup b2) (unstack b3 b6) (stack b3 b2) (putdown b3) (pickup b7) (unstack b6 b5) (stack b6 b7) (putdown b6) (pickup b5) (unstack b4 b5) (stack b4 b7) (putdown b4) (pickup b2) (stack b2 b7) (putdown b2),(pickup b1) (stack b1 b4) (putdown b1) (pickup b2) (unstack b3 b6) (stack b3 b2) (putdown b3) (pickup b7) (unstack b6 b5) (stack b6 b7) (putdown b6) (pickup b5) (unstack b4 b5) (stack b4 b7) (putdown b4) (pickup b2) (stack b2 b7) (putdown b2),(pickup b1) (stack b1 b4) (putdown b1) (pickup b2) (unstack b3 b6) (stack b3 b2) (putdown b3) (pickup b7) (unstack b6 b5) (stack b6 b7) (putdown b6) (pickup b5) (unstack b4 b5) (stack b4 b7) (putdown b4) (pickup b2) (stack b2 b7) (putdown b2),4,(pickup b1) (stack b1 b4) (putdown b1) (pickup b2) (unstack b3 b6) (stack b3 b2) (putdown b3) (pickup b7) (unstack b6 b5) (stack b6 b7) (putdown b6) (pickup b5) (unstack b4 b5) (stack b4 b7) (putdown b4) (pickup b2) (stack b2 b7) (putdown b2),5.555555555555555,1,3,False,18,4.166666666666667,5.555555555555555,5.555555555555555,5.555555555555555,1,1,1,1,3,3,3,3
blocksworld,pddl_7_18,``` (unstack b2 b4) (stack b2 b1) (unstack b4 b3) (stack b4 b2) (unstack b5 b7) (putdown b5) (pickup b7) (stack b7 b6) (unstack b3 b6) (putdown b3) (pickup b6) (stack b6 b7) (unstack b1 b6) (putdown b1) ```,``` (unstack b2 b4) (stack b2 b1) (unstack b4 b3) (putdown b4) (pickup b3) (stack b3 b6) (unstack b5 b7) (putdown b5) (pickup b7) (stack b7 b6) (unstack b1 b6) (putdown b1) ```,``` (unstack b2 b4) (stack b2 b1) (unstack b4 b3) (putdown b4) (pickup b3) (stack b3 b6) (unstack b5 b7) (putdown b5) (pickup b7) (stack b7 b6) (unstack b1 b6) (putdown b1) ```,``` (unstack b2 b4) (stack b2 b1) (unstack b4 b3) (putdown b4) (pickup b3) (stack b3 b6) (unstack b5 b7) (putdown b5) (pickup b7) (stack b7 b6) (unstack b1 b6) (putdown b1) ```,4,``` (unstack b2 b4) (stack b2 b1) (unstack b4 b3) (putdown b4) (pickup b3) (stack b3 b6) (unstack b5 b7) (putdown b5) (pickup b7) (stack b7 b6) (unstack b1 b6) (putdown b1) ```,16.666666666666668,2,3,False,12,14.285714285714286,16.666666666666668,16.666666666666668,16.666666666666668,2,2,2,2,3,3,3,3
blocksworld,pddl_7_19,``` (unstack b6 b1) (putdown b6) (unstack b1 b2) (stack b1 b5) (unstack b2 b5) (stack b2 b7) (putdown b7) (pickup b3) (stack b3 b4) (pickup b5) (stack b5 b4) (pickup b6) (stack b6 b3) ```,``` (unstack b6 b1) (putdown b6) (unstack b1 b2) (putdown b1) (pickup b7) (stack b7 b2) (pickup b1) (stack b1 b5) (unstack b2 b7) (stack b2 b5) (pickup b3) (stack b3 b4) (pickup b5) (stack b5 b4) (pickup b6) (stack b6 b3) ```,``` (unstack b6 b1) (putdown b6) (unstack b1 b2) (putdown b1) (pickup b7) (putdown b7) (pickup b2) (stack b2 b7) (pickup b1) (stack b1 b5) (unstack b2 b7) (stack b2 b5) (pickup b3) (stack b3 b4) (pickup b5) (stack b5 b4) (pickup b6) (stack b6 b3) ```,``` (unstack b6 b1) (putdown b6) (unstack b1 b2) (putdown b1) (pickup b7) (putdown b7) (pickup b3) (putdown b3) (pickup b4) (stack b4 b7) (pickup b3) (stack b3 b4) (pickup b5) (stack b5 b4) (pickup b6) (stack b6 b3) (pickup b1) (stack b1 b5) (unstack b2 b5) (stack b2 b7) ```,4,``` (unstack b6 b1) (putdown b6) (unstack b1 b2) (putdown b1) (pickup b7) (putdown b7) (pickup b3) (putdown b3) (pickup b4) (stack b4 b7) (pickup b3) (stack b3 b4) (pickup b5) (stack b5 b4) (pickup b6) (stack b6 b3) (pickup b1) (stack b1 b5) (unstack b2 b5) (stack b2 b7) ```,25.0,5,3,False,20,30.76923076923077,31.25,27.77777777777778,25.0,4,5,5,5,3,3,3,3
blocksworld,pddl_7_2,``` (unstack b6 b4) (putdown b6) (unstack b5 b3) (putdown b5) (unstack b4 b1) (putdown b4) (unstack b1 b2) (stack b1 b7) (unstack b3 b1) (stack b3 b1) (unstack b5 b4) (stack b5 b4) (unstack b6 b3) (stack b6 b3) (unstack b7 b2) (stack b7 b2) ```,``` (unstack b6 b4) (putdown b6) (unstack b5 b3) (putdown b5) (unstack b4 b1) (putdown b4) (unstack b1 b2) (putdown b1) (pickup b7) (stack b7 b2) (pickup b1) (stack b1 b7) (pickup b3) (stack b3 b1) (pickup b5) (stack b5 b4) (pickup b6) (stack b6 b3) ```,,,2,``` (unstack b6 b4) (putdown b6) (unstack b5 b3) (putdown b5) (unstack b4 b1) (putdown b4) (unstack b1 b2) (putdown b1) (pickup b7) (stack b7 b2) (pickup b1) (stack b1 b7) (pickup b3) (stack b3 b1) (pickup b5) (stack b5 b4) (pickup b6) (stack b6 b3) ```,100.0,18,0,True,18,56.25,100.0,,,9,18,,,3,0,,
blocksworld,pddl_7_20,``` (unstack b3 b7) (putdown b3) (unstack b5 b2) (putdown b5) (unstack b6 b5) (putdown b6) (pickup b1) (stack b1 b5) (pickup b3) (stack b3 b2) (pickup b7) (stack b7 b4) ```,``` (unstack b3 b7) (putdown b3) (unstack b5 b2) (putdown b5) (unstack b6 b5) (putdown b6) (pickup b1) (stack b1 b5) (pickup b2) (stack b2 b5) (pickup b3) (stack b3 b2) (pickup b7) (stack b7 b4) ```,``` (unstack b3 b7) (putdown b3) (unstack b5 b2) (putdown b5) (unstack b6 b5) (putdown b6) (pickup b1) (stack b1 b5) (pickup b2) (putdown b2) (pickup b3) (stack b3 b2) (pickup b7) (stack b7 b4) ```,``` (unstack b3 b7) (putdown b3) (unstack b5 b2) (putdown b5) (unstack b6 b5) (putdown b6) (pickup b1) (stack b1 b5) (pickup b2) (putdown b2) (pickup b3) (stack b3 b2) (pickup b4) (stack b4 b6) (pickup b7) (stack b7 b4) ```,4,``` (unstack b3 b7) (putdown b3) (unstack b5 b2) (putdown b5) (unstack b6 b5) (putdown b6) (pickup b1) (stack b1 b5) (pickup b2) (putdown b2) (pickup b3) (stack b3 b2) (pickup b4) (stack b4 b6) (pickup b7) (stack b7 b4) ```,18.75,3,3,False,16,25.0,21.428571428571427,21.428571428571427,18.75,3,3,3,3,3,3,3,3
blocksworld,pddl_7_3,(putdown b4) (unstack b1 b5) (stack b1 b6) (putdown b6) (unstack b5 b3) (stack b5 b3) (putdown b3) (unstack b7 b6) (stack b7 b4) (putdown b4) (unstack b2 b3) (stack b2 b3) (putdown b3) (unstack b3 b2) (stack b3 b2) (putdown b2) (unstack b6 b1) (stack b6 b1) (putdown b1),(pickup b4) (putdown b4) (pickup b6) (putdown b6) (pickup b7) (stack b7 b4) (pickup b4) (putdown b4) (pickup b1) (stack b1 b6) (pickup b6) (stack b6 b4) (pickup b4) (putdown b4) (pickup b2) (stack b2 b3) (pickup b3) (stack b3 b5) (pickup b5) (stack b5 b3) (pickup b3) (putdown b3),(unstack b4 b1) (putdown b4) (unstack b1 b5) (putdown b1) (unstack b5 b3) (putdown b5) (unstack b3 b2) (putdown b3) (unstack b2 b7) (putdown b2) (unstack b7 b6) (stack b7 b4) (unstack b6 b7) (stack b6 b1) (unstack b4 b7) (stack b4 b6) (unstack b1 b6) (stack b1 b4) (unstack b5 b3) (stack b5 b3) (unstack b3 b2) (stack b3 b5) (unstack b2 b7) (stack b2 b3),(unstack b4 b1) (putdown b4) (unstack b1 b5) (putdown b1) (unstack b5 b3) (putdown b5) (unstack b3 b2) (putdown b3) (unstack b2 b7) (putdown b2) (unstack b7 b6) (stack b7 b4) (unstack b6 b7) (stack b6 b1) (unstack b4 b7) (stack b4 b6) (unstack b1 b6) (stack b1 b4) (pickup b5) (stack b5 b3) (pickup b3) (stack b3 b2) (pickup b2) (stack b2 b7),4,(unstack b4 b1) (putdown b4) (unstack b1 b5) (putdown b1) (unstack b5 b3) (putdown b5) (unstack b3 b2) (putdown b3) (unstack b2 b7) (putdown b2) (unstack b7 b6) (stack b7 b4) (unstack b6 b7) (stack b6 b1) (unstack b4 b7) (stack b4 b6) (unstack b1 b6) (stack b1 b4) (pickup b5) (stack b5 b3) (pickup b3) (stack b3 b2) (pickup b2) (stack b2 b7),37.5,9,3,False,24,5.2631578947368425,4.545454545454546,37.5,37.5,1,1,9,9,3,3,3,3
blocksworld,pddl_7_4,(pickup b6) (putdown b6) (unstack b3 b6) (stack b3 b2) (pickup b2) (putdown b2) (unstack b1 b2) (stack b1 b4) (pickup b4) (putdown b4) (unstack b7 b4) (stack b7 b5) (pickup b5) (putdown b5) (unstack b6 b5) (stack b6 b5),(pickup b6) (putdown b6) (unstack b3 b6) (stack b3 b2) (pickup b2) (putdown b2) (unstack b1 b2) (pickup b1) (stack b1 b4) (pickup b4) (putdown b4) (unstack b7 b4) (pickup b7) (stack b7 b5) (pickup b5) (putdown b5) (unstack b6 b5) (stack b6 b5),(pickup b6) (putdown b6) (unstack b3 b6) (stack b3 b2) (pickup b2) (putdown b2) (unstack b1 b2) (pickup b1) (stack b1 b4) (pickup b4) (putdown b4) (unstack b7 b4) (pickup b7) (stack b7 b5) (pickup b5) (putdown b5) (unstack b6 b5) (pickup b6) (stack b6 b5),(pickup b6) (putdown b6) (unstack b3 b6) (stack b3 b2) (pickup b2) (putdown b2) (unstack b1 b2) (pickup b1) (stack b1 b4) (pickup b4) (putdown b4) (unstack b7 b4) (pickup b7) (stack b7 b5) (pickup b5) (putdown b5) (unstack b6 b5) (pickup b6) (stack b6 b5),4,(pickup b6) (putdown b6) (unstack b3 b6) (stack b3 b2) (pickup b2) (putdown b2) (unstack b1 b2) (pickup b1) (stack b1 b4) (pickup b4) (putdown b4) (unstack b7 b4) (pickup b7) (stack b7 b5) (pickup b5) (putdown b5) (unstack b6 b5) (pickup b6) (stack b6 b5),5.2631578947368425,1,3,False,19,6.25,5.555555555555555,5.2631578947368425,5.2631578947368425,1,1,1,1,3,3,3,3
blocksworld,pddl_7_5,(pickup b2) (stack b2 b7) (putdown b2) (pickup b1) (unstack b1 b6) (stack b1 b7) (putdown b1) (pickup b6) (unstack b6 b3) (stack b6 b3) (putdown b6),(pickup b2) (putdown b2) (pickup b3) (putdown b3) (pickup b4) (putdown b4) (pickup b5) (putdown b5) (pickup b6) (unstack b1 b6) (stack b1 b7) (putdown b1) (pickup b7) (unstack b3 b7) (stack b3 b6) (putdown b3) (pickup b2) (unstack b2 b1) (stack b2 b7) (putdown b2),(pickup b2) (putdown b2) (pickup b3) (putdown b3) (pickup b4) (putdown b4) (pickup b5) (putdown b5) (pickup b6) (unstack b1 b6) (stack b1 b7) (putdown b1) (pickup b7) (unstack b3 b7) (stack b3 b6) (putdown b3) (pickup b2) (unstack b2 b1) (stack b2 b7) (putdown b2),(pickup b2) (putdown b2) (pickup b3) (putdown b3) (pickup b4) (putdown b4) (pickup b5) (putdown b5) (pickup b6) (unstack b1 b6) (stack b1 b7) (putdown b1) (pickup b7) (unstack b3 b7) (stack b3 b6) (putdown b3) (pickup b2) (unstack b2 b1) (stack b2 b7) (putdown b2),4,(pickup b2) (putdown b2) (pickup b3) (putdown b3) (pickup b4) (putdown b4) (pickup b5) (putdown b5) (pickup b6) (unstack b1 b6) (stack b1 b7) (putdown b1) (pickup b7) (unstack b3 b7) (stack b3 b6) (putdown b3) (pickup b2) (unstack b2 b1) (stack b2 b7) (putdown b2),5.0,1,3,False,20,9.090909090909092,5.0,5.0,5.0,1,1,1,1,3,3,3,3
blocksworld,pddl_7_6,(pickup b2) (putdown b2) (unstack b1 b4) (stack b1 b2) (unstack b5 b1) (putdown b5) (pickup b3) (stack b3 b2) (pickup b4) (stack b4 b1) (pickup b6) (putdown b6) (pickup b7) (putdown b7),(pickup b2) (putdown b2) (unstack b5 b1) (putdown b5) (pickup b3) (stack b3 b2) (unstack b1 b4) (stack b1 b7) (pickup b4) (stack b4 b1) (pickup b6) (putdown b6) (pickup b7) (putdown b7),(pickup b2) (putdown b2) (unstack b5 b1) (putdown b5) (pickup b3) (stack b3 b2) (unstack b1 b4) (stack b1 b7) (pickup b4) (stack b4 b1) (pickup b6) (putdown b6) (pickup b7) (putdown b7),(pickup b2) (putdown b2) (unstack b5 b1) (putdown b5) (pickup b3) (stack b3 b2) (unstack b1 b4) (stack b1 b7) (pickup b4) (stack b4 b1) (pickup b6) (putdown b6) (pickup b7) (putdown b7),4,(pickup b2) (putdown b2) (unstack b5 b1) (putdown b5) (pickup b3) (stack b3 b2) (unstack b1 b4) (stack b1 b7) (pickup b4) (stack b4 b1) (pickup b6) (putdown b6) (pickup b7) (putdown b7),7.142857142857143,1,3,False,14,7.142857142857143,7.142857142857143,7.142857142857143,7.142857142857143,1,1,1,1,3,3,3,3
blocksworld,pddl_7_7,(putdown b1) (unstack b2 b1) (stack b2 b4) (unstack b4 b2) (stack b4 b6) (unstack b6 b4) (putdown b6) (unstack b5 b7) (stack b5 b2) (unstack b1 b7) (stack b1 b2) (unstack b7 b5) (stack b7 b1),(putdown b1) (unstack b5 b2) (putdown b5) (unstack b2 b1) (stack b2 b4) (unstack b4 b6) (stack b4 b2) (unstack b6 b4) (putdown b6) (unstack b7 b5) (stack b7 b1) (unstack b1 b7) (stack b1 b2) (unstack b5 b7) (stack b5 b1),(putdown b1) (unstack b5 b2) (putdown b5) (unstack b2 b1) (stack b2 b4) (unstack b4 b6) (putdown b4) (unstack b6 b4) (stack b6 b2) (unstack b2 b6) (stack b2 b1) (unstack b1 b2) (stack b1 b7) (unstack b7 b5) (stack b7 b1),(putdown b1) (unstack b5 b2) (putdown b5) (unstack b2 b1) (stack b2 b4) (unstack b4 b6) (stack b4 b2) (unstack b6 b4) (putdown b6) (unstack b7 b5) (stack b7 b1) (unstack b1 b7) (stack b1 b2) (unstack b5 b7) (stack b5 b1),4,(putdown b1) (unstack b5 b2) (putdown b5) (unstack b2 b1) (stack b2 b4) (unstack b4 b6) (stack b4 b2) (unstack b6 b4) (putdown b6) (unstack b7 b5) (stack b7 b1) (unstack b1 b7) (stack b1 b2) (unstack b5 b7) (stack b5 b1),6.666666666666667,1,3,False,15,7.6923076923076925,6.666666666666667,6.666666666666667,6.666666666666667,1,1,1,1,3,3,3,3
